dir,student,mode,seed,params,macro_f1,accuracy,ece,roc_auc,pr_auc,train_time_s,tag,benign_fpr,ironic_recall,obf_leet,obf_swap,obf_space,obf_mixed,int8_macro_f1,int8_size_mb,fp32_size_mb,int8_lat_b1,fp32_lat_b1
/kaggle/working/runs/tweets/deberta-xsmall/dmthd_hetero/seed2,deberta-xsmall,dmthd_hetero,2,70832262.0,0.8829441618281152,0.8959778085991679,0.07178270083111966,,,1516.8205397129059,,0.347678369195923,0.7134615384615385,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/dmthd_hetero/seed3,deberta-xsmall,dmthd_hetero,3,70832262.0,0.8813471793478528,0.8943596856218216,0.07371608903988944,,,1511.2618765830994,,0.3510758776896942,0.7442307692307693,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/ft/seed1,deberta-xsmall,ft,1,70832262.0,0.8814504762195844,0.8943596856218216,0.05690941541105636,,,1505.828441619873,,0.33748584371460927,0.7333333333333333,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/ft/seed2,deberta-xsmall,ft,2,70832262.0,0.8834407496451577,0.8950531668978271,0.04633712287694283,,,1505.4308519363403,,0.2638731596828992,0.6884615384615385,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/ft/seed3,deberta-xsmall,ft,3,70832262.0,0.8825931049157364,0.8950531668978271,0.05904863816800075,,,1504.2727582454681,,0.35334088335220837,0.7294871794871794,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/dmthd/seed1,deberta-xsmall,dmthd,1,70832262.0,0.881255497720531,0.8941285251964863,0.07826052541348102,,,1515.3324038982391,,0.3567383918459796,0.7211538461538461,,,,,0.8765208524639739,209.1610288619995,270.2827558517456,93.3173842695254,93.68029986718795
/kaggle/working/runs/tweets/deberta-xsmall/dmthd/seed2,deberta-xsmall,dmthd,2,70832262.0,0.8841911050600242,0.8964401294498382,0.07601451143532842,,,1513.2282071113586,,0.34541336353340885,0.7301282051282051,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/dmthd/seed3,deberta-xsmall,dmthd,3,70832262.0,0.8844353622386386,0.897364771151179,0.07471984161225065,,,1511.8535408973694,,0.36919592298980747,0.7269230769230769,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/skd/seed1,deberta-xsmall,skd,1,70832262.0,0.8857193239588939,0.8975959315765141,0.07093638659791156,,,1507.527328491211,,0.3159682899207248,0.7019230769230769,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/skd/seed2,deberta-xsmall,skd,2,70832262.0,0.8890778474490816,0.9008321775312067,0.06841456110947011,,,1507.4576604366302,,0.32842582106455265,0.725,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/skd/seed3,deberta-xsmall,skd,3,70832262.0,0.8846755886534847,0.8966712898751734,0.07191580642829376,,,1508.2800552845001,,0.32842582106455265,0.7512820512820513,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/skd_hetero/seed1,deberta-xsmall,skd_hetero,1,70832262.0,0.8857193239588939,0.8975959315765141,0.07093638659791156,,,1483.4306523799896,,0.3159682899207248,0.7019230769230769,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/skd_hetero/seed2,deberta-xsmall,skd_hetero,2,70832262.0,0.8890778474490816,0.9008321775312067,0.06841456110947011,,,1484.8269352912903,,0.32842582106455265,0.725,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/skd_hetero/seed3,deberta-xsmall,skd_hetero,3,70832262.0,0.8846755886534847,0.8966712898751734,0.07191580642829376,,,1483.244285106659,,0.32842582106455265,0.7512820512820513,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/uniform/seed1,deberta-xsmall,uniform,1,70832262.0,0.8837950017633535,0.8964401294498382,0.07538361411319526,,,1510.2522616386414,,0.3522083805209513,0.7532051282051282,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/uniform/seed2,deberta-xsmall,uniform,2,70832262.0,0.886799622705551,0.8989828941285252,0.07198143307114444,,,1510.3619821071625,,0.34541336353340885,0.7532051282051282,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/uniform/seed3,deberta-xsmall,uniform,3,70832262.0,0.8879548368702951,0.8999075358298659,0.07394537530836001,,,1511.0729413032532,,0.33069082672706684,0.7282051282051282,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/uniform_hetero/seed1,deberta-xsmall,uniform_hetero,1,70832262.0,0.8888924203516458,0.9010633379565418,0.07082513374307889,,,1491.0795722007751,,0.33408833522083803,0.7224358974358974,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/uniform_hetero/seed2,deberta-xsmall,uniform_hetero,2,70832262.0,0.8895230521887779,0.901294498381877,0.06714148360631336,,,1490.8753752708435,,0.3408833522083805,0.7583333333333333,,,,,,,,,
/kaggle/working/runs/tweets/deberta-xsmall/uniform_hetero/seed3,deberta-xsmall,uniform_hetero,3,70832262.0,0.8756446677243344,0.8888118354137772,0.06551068943377947,,,1240.6195440292358,,0.29898074745186864,0.6897435897435897,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/dmthd_hetero/seed1,distilbert,dmthd_hetero,1,66958086.0,0.8934103886343041,0.90499306518724,0.07062893766966673,,,663.1335351467133,,0.26840317100792754,0.6339743589743589,,,,,,,,,
/kaggle/working/runs/tweets/distilbert/dmthd_hetero/seed2,distilbert,dmthd_hetero,2,66958086.0,0.9011810413994237,0.9121590383726306,0.06373030585902079,,,664.3043377399445,,0.24575311438278596,0.607051282051282,,,,,,,,,
